filename,gt_x,gt_y,pred_x,pred_y,error_px
plant_pt_000500_r3_c2_left_4.png,79.05882263183594,143.88235473632812,223.0,0.0,203.52197558643104
plant_pt_000635_r1_c1_left_5.png,107.81818389892578,150.69090270996094,223.0,0.0,189.66971007486828
plant_pt_000275_r2_c4_left_3.png,144.12432861328125,121.0810775756836,0.0,0.0,188.23509089730797
plant_pt_000252_r2_c3_left_2.png,111.07437896728516,149.81817626953125,223.0,0.0,187.01024192350332
plant_pt_000129_r1_c4_left_2.png,86.99028778076172,127.33980560302734,223.0,0.0,186.31711652174315
plant_pt_000324_r2_c3_left_5.png,115.5368423461914,149.74737548828125,223.0,0.0,184.3165937146073
plant_pt_000306_r3_c4_left_0.png,85.98347473144531,116.62809753417969,223.0,0.0,179.93232430864282
plant_pt_000282_r3_c4_left_5.png,117.50819396972656,145.50819396972656,223.0,0.0,179.72522263683638
plant_pt_000050_r3_c1_left_1.png,88.96295928955078,118.22222137451172,223.0,0.0,178.7244300848059
plant_pt_000406_r1_c4_left_1.png,100.92308044433594,124.07691955566406,223.0,0.0,174.0627939986682
plant_pt_000388_r3_c2_left_1.png,119.32710266113281,139.42056274414062,223.0,0.0,173.74165579540258
plant_pt_000571_r3_c1_left_0.png,102.5273666381836,124.90049743652344,223.0,0.0,173.5332522861876
plant_pt_000608_r3_c2_left_0.png,81.94466400146484,152.2845916748047,0.0,0.0,172.93213934915326
plant_pt_000503_r1_c1_left_1.png,76.69767761230469,91.16278839111328,223.0,0.0,172.380461547346
plant_pt_000400_r3_c2_left_0.png,76.63157653808594,90.55789184570312,223.0,0.0,172.11753879911328
plant_pt_000514_r3_c4_left_3.png,102.0759506225586,122.0759506225586,223.0,0.0,171.82887835937024
plant_pt_000285_r1_c3_left_2.png,115.02702331542969,127.1351318359375,223.0,0.0,166.79779807020228
plant_pt_000401_r3_c3_left_1.png,127.20930480957031,135.44186401367188,223.0,0.0,165.8926032484987
plant_pt_000506_r1_c4_left_3.png,129.61798095703125,132.61798095703125,223.0,0.0,162.1965793525279
plant_pt_000613_r1_c3_left_3.png,122.91358184814453,127.20987701416016,223.0,0.0,161.86304058810282
plant_pt_000040_r3_c3_left_1.png,115.32673645019531,119.67326354980469,223.0,0.0,160.98205394430371
plant_pt_000323_r2_c4_left_2.png,129.0240020751953,129.23199462890625,223.0,0.0,159.78859978649461
plant_pt_000310_r1_c4_left_5.png,102.9885025024414,103.4137954711914,223.0,0.0,158.4208718110209
plant_pt_000429_r1_c3_left_3.png,112.81818389892578,112.92562103271484,223.0,0.0,157.77271147113896
plant_pt_000252_r2_c3_left_0.png,110.7248306274414,109.74496459960938,0.0,0.0,155.89722695559757
plant_pt_000456_r1_c2_left_3.png,131.60000610351562,122.0,223.0,0.0,152.4400173323179
plant_pt_000222_r3_c4_left_0.png,127.53284454345703,115.37226104736328,223.0,0.0,149.74891114844436
plant_pt_000036_r2_c2_left_0.png,128.29090881347656,110.9272689819336,223.0,0.0,145.8583935094839
plant_pt_000626_r1_c4_left_3.png,144.69564819335938,115.78260803222656,223.0,0.0,139.77547651359433
plant_pt_000213_r1_c3_left_1.png,109.12820434570312,82.32820892333984,0.0,0.0,136.70003280263919
plant_pt_000609_r3_c3_left_3.png,116.6744155883789,83.34883880615234,223.0,0.0,135.1005508160745
plant_pt_000144_r2_c2_left_0.png,151.4545440673828,107.36363983154297,223.0,0.0,129.0182290317277
plant_pt_000203_r2_c3_left_0.png,141.9174346923828,99.66972351074219,223.0,0.0,128.48515938259874
plant_pt_000287_r2_c4_left_6.png,146.61817932128906,103.23636627197266,223.0,0.0,128.42090893322492
plant_pt_000472_r2_c3_left_2.png,138.76922607421875,81.84615325927734,223.0,0.0,117.44622633136062
plant_pt_000402_r3_c4_left_1.png,160.0,92.80000305175781,223.0,0.0,112.16434623536242
plant_pt_000372_r2_c3_left_4.png,155.46377563476562,76.28985595703125,223.0,0.0,101.88858485353427
plant_pt_000644_r3_c2_left_11.png,65.9454574584961,112.0,121.0,128.0,57.33238748259367
plant_pt_000049_r2_c1_left_0.png,69.39130401611328,107.13043212890625,116.0,117.0,47.64219675120474
plant_pt_000252_r2_c3_left_3.png,138.54794311523438,42.95890426635742,119.0,80.0,41.88275126093453
plant_pt_000151_r1_c2_left_0.png,147.8095245361328,94.04762268066406,111.0,113.0,41.40209780470843
plant_pt_000138_r1_c1_left_2.png,141.96116638183594,91.33980560302734,112.0,104.0,32.52617427748295
plant_pt_000507_r2_c4_left_3.png,142.17178344726562,133.3006134033203,119.0,113.0,30.806597551142215
plant_pt_000532_r2_c3_left_3.png,136.7787628173828,143.7787628173828,119.0,119.0,30.497073532994385
plant_pt_000406_r1_c4_left_3.png,135.0,147.6923065185547,113.0,127.0,30.202177886003863
plant_pt_000065_r3_c4_left_4.png,77.20252990722656,87.89873504638672,105.0,97.0,29.249484906823625
plant_pt_000120_r2_c2_left_1.png,129.01739501953125,101.28695678710938,151.0,113.0,24.908438390119375
plant_pt_000138_r1_c1_left_1.png,72.64088439941406,118.80663299560547,95.0,113.0,23.100801656782814
plant_pt_000633_r3_c3_left_0.png,119.46666717529297,140.46665954589844,111.0,119.0,23.076003230990757
plant_pt_000480_r1_c2_left_2.png,103.32075500488281,126.79244995117188,86.0,112.0,22.77773319487911
plant_pt_000352_r3_c2_left_4.png,86.99028778076172,95.68932342529297,109.0,97.0,22.048703024377026
plant_pt_000369_r1_c3_left_3.png,147.0370330810547,118.91358184814453,127.0,112.0,21.19623336025232
